ФИО,Дата рождения,Адрес доставки,Дата оплаты,Валюта,Сумма
Комаров Макар Иванович,1988-11-22,"125319, Москва г, Красноармейская ул, дом  36",2021-04-15,RUB,78544.06
Андреева Александра Ивановна,1979-04-28,"199034, Санкт-Петербург г, 5-я В.О. линия, дом  2/19",2021-07-08,RUB,75998.07
Кузьмин Алексей Евгеньевич,1995-08-22,"125466, Москва г, Соловьиная Роща ул, дом  10",2021-12-05,RUB,54741.14
Воробьева София Андреевна,2001-12-04,"115598, Москва г, Лебедянская ул, дом  32",2021-02-26,RUB,58618.06
Щербакова Эмилия Елисеевна,1966-09-06,"141073, Московская обл, Королев г, Чехова ул, дом  13",2021-11-25,USD,347.99
Миронова Анастасия Ивановна,1996-01-26,"105120, Москва г, Сергия Радонежского ул, дом  12, корпус  2",2021-11-22,EUR,1363.65
Вавилов Никита Максимович,2002-01-12,"125008, Москва г, Академическая Б. ул, дом  29",2021-04-13,EUR,845.05
Козлов Игорь Иванович,1986-08-04,"141301, Московская обл, Сергиево-Посадский р-н, Сергиев Посад г, Новоугличское ш, дом  13",2021-03-26,RUB,87308.03
Чесноков Тихон Кириллович,1980-09-02,"117042, Москва г, Чечерский проезд, дом  102",2021-01-20,RUB,146791.87
Макарова Арина Дмитриевна,1957-01-11,"107065, Москва г, Камчатская ул, дом  4, корпус  1",2021-08-06,RUB,28826.25
Злобин Матвей Елисеевич,1975-06-23,"127247, Москва г, Дмитровское ш, дом  107, корпус  4",2021-08-08,RUB,275925.12
Богомолов Дмитрий Михайлович,2000-07-12,"198152, Санкт-Петербург г, Новостроек ул, дом  17",2021-04-16,RUB,66282.3
Казакова Надежда Ильинична,1985-05-18,"141540, Московская обл, Солнечногорский р-н, Поварово дп, Школьная ул, дом  10",2021-08-01,RUB,48915.57
Антонова София Леонидовна,1987-05-13,"111401, Москва г, Владимирская 3-я ул, дом  9, корпус  3",2021-02-18,RUB,32002.25
Анисимова Ксения Руслановна,1979-08-07,"188320, Ленинградская обл, Гатчинский р-н, Коммунар г, Транспортный пер, дом  3",2021-12-19,RUB,65863.12
Орехов Захар Андреевич,2002-01-16,"123458, Москва г, Твардовского ул, дом  4, корпус  2",2021-10-15,RUB,54938.78
Фролов Григорий Владиславович,1991-08-28,"194355, Санкт-Петербург г, Жени Егоровой ул, дом  3, корпус  1",2021-03-24,RUB,54213.4
Александров Тихон Никитич,1980-09-18,"142840, Московская обл, Ступинский р-н, Михнево рп, Красноармейский туп, дом  5",2021-01-24,RUB,53113.15
Лебедев Кирилл Миронович,1985-12-01,"111033, Москва г, Волочаевская ул, дом  1",2021-11-08,RUB,367433.13
Иванов Василий Никитич,1953-04-27,"125167, Москва г, Викторенко ул, дом  4, корпус  1",2021-03-22,RUB,23105.03
Соболева Анна Кирилловна,1961-09-05,"127572, Москва г, Абрамцевская ул, дом  16Б",2021-08-12,USD,432.17
Ананьева Алиса Тимофеевна,1973-02-04,"115598, Москва г, Лебедянская ул, дом  24, корпус  1",2021-07-10,USD,367.93
Леонова Мария Максимовна,1972-03-14,"119285, Москва г, Пырьева ул, дом ",2021-07-13,RUB,53859.2
Макарова Алиса Ильинична,2000-05-11,"127204, Москва г, Долгопрудная аллея, дом  14, корпус  2",2021-01-11,RUB,80740.92
Осипова Ева Григорьевна,1971-01-14,"117246, Москва г, Севастопольский пр-кт, дом  46, корпус  1",2021-01-26,RUB,28184.07
Ильина Софья Леонидовна,1989-11-17,"125315, Москва г, Самеда Вургуна ул, дом  11",2021-12-17,RUB,204107.44
Осипов Марк Ярославович,1980-06-24,"125459, Москва г, Туристская ул, дом  10",2021-12-13,RUB,195404.39
Смирнова Надежда Макаровна,1971-05-26,"192239, Санкт-Петербург г, Славы пр-кт, дом  9",2021-12-02,EUR,124.36
Савельева Нина Александровна,1979-11-28,"105043, Москва г, Первомайская ул, дом  43",2021-09-08,RUB,47861.44
Мещеряков Виктор Ильич,1999-06-23,"121351, Москва г, Кунцевская ул, дом ",2021-04-16,RUB,27975.45
Кузнецова Вера Валерьевна,1997-05-26,"195253, Санкт-Петербург г, Энергетиков пр-кт, дом  54, корпус  1",2021-06-17,RUB,63569.03
Леонова София Ярославовна,1980-01-13,"129329, Москва г, Кольская ул, дом  1",2021-12-17,USD,688.79
Давыдова Виктория Андреевна,1996-05-12,"119333, Москва г, Ленинский пр-кт, дом  52",2021-01-06,RUB,29225.05
Куприянов Всеволод Михайлович,1950-06-12,"142200, Московская обл, Серпухов г, Советская ул, дом  111",2021-08-11,RUB,8934.71
Соболев Александр Иванович,1979-10-17,"142611, Московская обл, Орехово-Зуево г, Пролетарская ул, дом  20",2021-05-17,RUB,48715.92
Островская Лия Тимофеевна,1984-04-15,"111401, Москва г, Зеленый пр-кт, дом  25, корпус  2",2021-08-30,RUB,8414.26
Гаврилова Варвара Матвеевна,1957-05-13,"107564, Москва г, Наримановская ул, дом  22, корпус  2",2021-12-06,RUB,22179.19
Матвеев Виктор Васильевич,1975-12-12,"195252, Санкт-Петербург г, Софьи Ковалевской ул, дом  5, корпус  7",2021-06-08,RUB,48200.39
Власов Даниил Дмитриевич,1992-08-27,"140501, Московская обл, Луховицкий р-н, Луховицы г, Тимирязева ул, дом  120",2021-07-27,RUB,83875.94
Панова Надежда Григорьевна,1995-08-31,"198328, Санкт-Петербург г, Петергофское ш, дом  15, корпус  2",2021-10-26,RUB,59390.4
Филатова Яна Глебовна,1990-11-10,"109147, Москва г, Ковров пер, дом  4, корпус  1",2021-06-16,RUB,66450.25
Шишкин Даниэль Ильич,1965-07-15,"194358, Санкт-Петербург г, Парголово п, Михаила Дудина ул, дом  25, корпус  1",2021-06-12,RUB,78102.7
Никулин Иван Константинович,1996-08-16,"121614, Москва г, Крылатские Холмы ул, дом  27, корпус  2",2021-11-02,RUB,90006.32
Ананьева Алиса Тимофеевна,1973-02-04,"198302, Санкт-Петербург г, Маршала Жукова пр-кт, дом  18Б",2021-02-03,RUB,87733.39
Терентьев Георгий Максимович,1988-04-26,"125310, Москва г, Пятницкое ш, дом  43, корпус  1",2021-02-16,RUB,127520.35
Алексеева Полина Романовна,1995-10-15,"125481, Москва г, Фомичевой ул, дом  10, корпус  2",2021-04-07,RUB,107613.52
Кулешова Ксения Михайловна,1996-07-15,"196240, Санкт-Петербург г, 1-й Предпортовый проезд, дом  15, корпус  1",2021-11-07,EUR,316.69
Гаврилова Виктория Ивановна,1985-12-10,"127015, Москва г, Бутырская ул, дом  4",2021-11-02,EUR,2118.63
Макарова Алиса Ильинична,2000-05-11,"Москва г, Сосенско",2021-06-22,RUB,35008.55
Иванова София Владимировна,1967-08-06,"109147, Москва г, Факельный Б. пер, дом ",2021-09-10,EUR,485.33
Волкова Вероника Дмитриевна,1986-09-14,"117624, Москва г, Скобелевская ул, дом  23, корпус  6",2021-11-13,RUB,72740.12
Попова Есения Робертовна,1974-05-07,"117535, Москва г, Дорожная ул, дом  24, корпус  3",2021-11-23,USD,961.55
Агафонова Анастасия Мироновна,1972-09-10,"142205, Московская обл, Серпухов г, Текстильная ул, дом  27",2021-05-18,EUR,69.45
Лопатин Артём Андреевич,1996-09-09,"117535, Москва г, Дорожная ул, дом  24, корпус  1",2021-05-04,RUB,56188.92
Кузьмин Александр Александрович,1982-12-30,"195256, Санкт-Петербург г, Северный пр-кт, дом  77, корпус  3",2021-09-10,USD,1181.07
Голубева Эмилия Тиграновна,1967-12-16,"129110, Москва г, Трифоновская ул, дом  54, корпус  2",2021-08-24,USD,617.38
Пономарева Александра Артёмовна,1999-12-14,"121614, Москва г, Осенний б-р, дом  20, корпус  2",2021-03-30,RUB,34211.15
Ушаков Иван Артемьевич,1995-08-23,"109651, Москва г, Подольская ул, дом  17",2021-04-02,RUB,102433.51
Клюев Лев Александрович,1983-02-13,"142111, Московская обл, Подольск г, Юных Ленинцев пр-кт, дом  59",2021-10-18,EUR,749.0
Федотова Алина Максимовна,1989-08-10,"196158, Санкт-Петербург г, Дунайский пр-кт, дом  5, корпус  7",2021-08-09,RUB,77399.85
Гущин Егор Георгиевич,1965-08-05,"123007, Москва г, Хорошевское ш, дом  60",2021-12-13,RUB,76634.92
Кузнецов Даниил Ярославович,1958-11-10,"196603, Санкт-Петербург г, Пушкин г, Гренадерская ул, дом  12, корпус  2",2021-02-02,USD,229.12
Токарева Анна Александровна,1987-08-13,"121309, Москва г, Сеславинская ул, дом  16, корпус  2",2021-05-24,RUB,28999.68
Белов Александр Гордеевич,1971-05-31,"192029, Санкт-Петербург г, Бабушкина ул, дом  3",2021-10-14,RUB,119938.83
Леонова Злата Арсентьевна,1977-12-02,"125438, Москва г, Лихачевский 3-й пер, дом  3, корпус  3",2021-06-10,RUB,47777.7
Устинова Елизавета Павловна,1995-01-17,"693000, Сахалинская обл, Южно-Сахалинск г, Чехова ул, дом  2А",2021-02-18,RUB,17471.3
Савельев Матвей Егорович,1976-10-23,"115088, Москва г, Крутицкая наб, дом  11",2021-06-25,RUB,172360.99
Леонтьева Анастасия Александровна,1977-02-16,"693007, Сахалинская обл, Южно-Сахалинск г, Чехова ул, дом  43",2021-07-23,USD,28.13
Голубева Эмилия Тиграновна,1967-12-16,"Москва г, Зеленоград г, Солнечная аллея, корпус  828",2021-03-17,EUR,650.91
Баженов Даниил Даниилович,1975-04-19,"123290, Москва г, Шелепихинская наб, дом  34, корпус  4",2021-09-13,RUB,130931.44
Зверев Денис Матвеевич,1975-04-26,"109341, Москва г, Перерва ул, дом  31",2021-06-02,RUB,71304.48
Филиппов Платон Саввич,1983-05-09,"140005, Московская обл, Люберецкий р-н, Люберцы г, Смирновская ул, дом  32",2021-08-11,EUR,2478.6
Токарева Анна Александровна,1987-08-13,"108814, Москва г, Сосенское п, дом  3",2021-09-29,RUB,59159.28
Рудаков Артём Иванович,1987-07-01,"140030, Московская обл, Люберецкий р-н, Малаховка п, Константинова ул, дом  37",2021-11-01,USD,3340.22
Сахаров Александр Егорович,1953-06-05,"199155, Санкт-Петербург г, Уральская ул, дом  21, корпус  1",2021-08-05,USD,744.42
Филиппов Борис Маркович,1961-02-20,"125373, Москва г, Походный проезд, дом  11, корпус  1",2021-05-04,RUB,25866.05
Ковалев Дамир Владимирович,1972-05-23,"191025, Санкт-Петербург г, Стремянная ул, дом  19",2021-11-11,RUB,73282.65
Богомолов Дмитрий Михайлович,2000-07-12,"141707, Московская обл, Долгопрудный г, Лихачевское ш, дом  14, корпус  1",2021-10-29,RUB,41920.06
Максимов Андрей Андреевич,1955-06-16,"198217, Санкт-Петербург г, Народного Ополчения пр-кт, дом  149",2021-09-22,RUB,64388.39
Иванова Полина Мироновна,1973-12-13,"197046, Санкт-Петербург г, Большая Посадская ул, дом  12",2021-03-13,RUB,67548.62
Мещеряков Виктор Ильич,1999-06-23,"109147, Москва г, Нижегородская ул, дом  2, корпус  1",2021-02-05,RUB,123007.21
Носов Михаил Артурович,1984-11-06,"194355, Санкт-Петербург г, Выборгское ш, дом  31",2021-12-20,RUB,45224.36
Морозова Виктория Данииловна,1969-07-16,"142004, Московская обл, Домодедово г, Центральный мкр, Восточная ул, дом  10, корпус  1",2021-10-12,RUB,70204.25
Кузнецов Григорий Михайлович,1986-02-07,"105275, Москва г, Уткина ул, дом  39",2021-07-14,RUB,196774.5
Муравьев Даниил Борисович,1991-07-25,"117452, Москва г, Азовская ул, дом  24, корпус  2",2021-05-26,RUB,2355.78
Фокина Ева Данииловна,1982-03-12,"127106, Москва г, Алтуфьевское ш, дом  13, корпус  2",2021-07-15,RUB,66148.8
Грачев Никита Артёмович,1995-11-13,"129301, Москва г, Бориса Галушкина ул, дом ",2021-08-03,RUB,53049.99
Кузнецова Вера Валерьевна,1997-05-26,"141540, Московская обл, Солнечногорский р-н, Поварово дп, Локомотивный мкр, дом  5А",2021-11-08,RUB,92437.31
Румянцева Елена Константиновна,1969-12-25,"196158, Санкт-Петербург г, Пулковское ш, дом  26, корпус  6",2021-09-15,RUB,80427.82
Куликов Арсений Никитич,1978-02-25,"125367, Москва г, Полесский проезд, дом  6, корпус  2",2021-04-28,RUB,35266.46
Куликов Максим Михайлович,1995-06-14,"129110, Москва г, Трифоновская ул, дом  54, корпус  2",2021-01-18,RUB,63749.6
Нестеров Александр Всеволодович,1978-02-06,"111397, Москва г, Владимирская 3-я ул, дом  25, корпус  1",2021-10-16,RUB,143479.77
Козина Александра Матвеевна,1970-10-28,"140155, Московская обл, Раменский р-н, Электроизолятор п, дом ",2021-11-12,RUB,3767.24
Козина Александра Матвеевна,1970-10-28,"125167, Москва г, Викторенко ул, дом  4, корпус  1",2021-11-16,RUB,114337.95
Голубева Эмилия Тиграновна,1967-12-16,"195248, Санкт-Петербург г, Петра Смородина ул, дом  18",2021-02-04,USD,901.54
Жданов Леонид Андреевич,1995-12-23,"109559, Москва г, Цимлянская ул, дом  14",2021-01-26,RUB,9984.48
Злобин Матвей Елисеевич,1975-06-23,"127434, Москва г, Дмитровское ш, дом  1, корпус  1",2021-12-19,RUB,70848.96
Родионов Денис Александрович,1983-08-19,"Москва г, Астрадамская ул, дом  5",2021-11-22,RUB,146169.33
Некрасов Глеб Артёмович,1990-12-23,"109559, Москва г, Цимлянская ул, дом  3, корпус  1",2021-02-15,RUB,62627.0
Лебедева Анастасия Александровна,1964-01-09,"127221, Москва г, Полярная ул, дом  16, корпус  2",2021-04-05,RUB,38722.03
Павлов Всеволод Григорьевич,1979-02-24,"107370, Москва г, Маршала Рокоссовского б-р, дом  6, корпус  1 Г",2021-02-19,RUB,43784.58
Соболева Анна Кирилловна,1961-09-05,"123458, Москва г, Таллинская ул, дом  3, корпус  1",2021-10-20,USD,379.5
Лебедев Даниил Адамович,1966-11-19,"109052, Москва г, Подъемная ул, дом  6",2021-10-15,RUB,136381.29
Наумов Фёдор Миронович,1989-09-24,"115477, Москва г, Пролетарский пр-кт, дом  41",2021-05-30,RUB,140531.94
Карпова Ульяна Матвеевна,1988-08-05,"123103, Москва г, Генерала Глаголева ул, дом  13, корпус  2",2021-02-20,EUR,570.51
Маслова Маргарита Максимовна,1980-06-16,"125459, Москва г, Туристская ул, дом  2, корпус  2",2021-02-12,EUR,42.4
Бородина Ярослава Ивановна,1975-02-14,"119634, Москва г, Чоботовская ул, дом ",2021-07-30,USD,1327.72
Кузнецов Даниил Ярославович,1958-11-10,"188692, Ленинградская обл, Всеволожский р-н, Кудрово д, Пражская ул, дом  12",2021-08-09,RUB,36490.53
Кузьмин Алексей Евгеньевич,1995-08-22,"191119, Санкт-Петербург г, Правды ул, дом  6",2021-11-18,RUB,260255.04
Винокурова Екатерина Сергеевна,1974-05-19,"115088, Москва г, Шарикоподшипниковская ул, дом  2",2021-02-20,EUR,628.13
Гусев Ярослав Георгиевич,1965-05-10,"119002, Москва г, Кривоарбатский пер, дом  3",2021-11-25,USD,567.62
Власов Даниил Дмитриевич,1992-08-27,"143300, Московская обл, Наро-Фоминский р-н, Наро-Фоминск г, Брянская ул, дом  6",2021-06-20,RUB,17527.73
Дьяконов Александр Матвеевич,1972-01-22,"129366, Москва г, Ярославская ул, дом  ",2021-07-19,USD,1323.43
Попова Арина Александровна,1963-10-05,"125252, Москва г, Новопесчаная ул, дом  19, корпус  2",2021-01-15,RUB,34352.8
Антонов Михаил Фёдорович,1958-09-26,"123056, Москва г, Грузинская Б. ул, дом  62",2021-10-02,RUB,37063.85
Быкова Мария Константиновна,1974-12-17,"125599, Москва г, Маршала Федоренко ул, дом  14, корпус  2",2021-09-17,EUR,197.15
Баженов Даниил Даниилович,1975-04-19,"192071, Санкт-Петербург г, Будапештская ул, дом  38, корпус  1",2021-02-26,RUB,51401.63
Литвинов Роман Тимофеевич,1964-10-08,"121069, Москва г, Молчановка Б. ул, дом  23, корпус  2",2021-02-27,RUB,48417.06
Соболев Александр Иванович,1979-10-17,"119526, Москва г, Вернадского пр-кт, дом  99, корпус  1",2021-06-09,RUB,17955.49
Филиппов Михаил Дмитриевич,1977-07-09,"194356, Санкт-Петербург г, Выборгское ш, дом  5, корпус  1",2021-05-05,RUB,71722.81
Авдеев Арсений Захарович,1958-06-17,"107241, Москва г, Амурская ул, дом  68",2021-09-15,RUB,41495.59
Власов Даниил Дмитриевич,1992-08-27,"117639, Москва г, Варшавское ш, дом  108, корпус ",2021-09-20,RUB,88868.65
Королев Марк Дмитриевич,2000-02-25,"197342, Санкт-Петербург г, Ланское ш, дом  10, корпус  5",2021-06-13,USD,1530.94
Чернышев Григорий Матвеевич,1997-10-20,"107392, Москва г, Просторная ул, дом  11",2021-02-05,RUB,67037.63
Чесноков Александр Русланович,1967-12-26,"117593, Москва г, Литовский б-р, дом  19",2021-06-24,RUB,91700.77
Кондрашов Владимир Богданович,1961-10-09,"123098, Москва г, Маршала Новикова ул, дом  11",2021-05-24,RUB,42230.82
Тимофеева Виктория Михайловна,1990-10-10,"195299, Санкт-Петербург г, Гражданский пр-кт, дом  123, корпус  2",2021-12-27,RUB,237853.45
Соболев Александр Иванович,1979-10-17,"108850, Москва г, Бориса Пастернака (п Внуковское) ул, дом  41",2021-03-22,RUB,25313.34
Казаков Михаил Фёдорович,1970-11-08,"125047, Москва г, Садовая Б. ул, дом  3, корпус  1",2021-06-02,RUB,35032.12
Попов Андрей Гордеевич,1987-09-25,"125362, Москва г, Набережная Б. ул, дом  11, корпус  3",2021-01-22,RUB,65103.78
Рыбаков Эмиль Владимирович,1963-04-26,"119192, Москва г, Столетова ул, дом  7, корпус  1",2021-08-20,RUB,64543.19
Кондратьев Никита Александрович,1957-04-01,"199406, Санкт-Петербург г, Наличная ул, дом  35, корпус  2",2021-06-07,EUR,269.93
Румянцева Анастасия Артёмовна,1968-10-14,"105077, Москва г, Измайловский б-р, дом  73",2021-09-14,RUB,43701.81
Рыбакова Дарина Марковна,1982-05-03,"693008, Сахалинская обл, Южно-Сахалинск г, Пушкина ул, дом  118",2021-06-16,RUB,28975.57
Осипова Ксения Викторовна,1995-11-27,"119530, Москва г, Очаковское ш, дом  34",2021-10-11,RUB,59257.4
Попов Даниил Степанович,1972-06-22,"248921, Калужская обл, Калуга г, Воровая д, Рассветная 1-я ул, дом  23",2021-04-22,RUB,110658.88
Ильина Елизавета Ильинична,1983-03-10,"119049, Москва г, Мытная ул, дом  3",2021-07-10,RUB,59524.54
Никольский Егор Алексеевич,1951-02-09,"195252, Санкт-Петербург г, Софьи Ковалевской ул, дом  5, корпус  7",2021-10-26,USD,389.34
Греков Валерий Алексеевич,1993-08-16,"107140, Москва г, Краснопрудная ул, дом  11",2021-02-07,RUB,137899.23
Савельев Матвей Егорович,1976-10-23,"109387, Москва г, Краснодонская ул, дом  6",2021-08-10,EUR,949.08
Ильин Пётр Алексеевич,1967-09-17,"Москва г, Маршала Рыбалко ул, дом  4, корпус  В",2021-12-21,USD,1469.84
Кузнецов Платон Денисович,1992-11-09,"127540, Москва г, Дубнинская ул, дом  14, корпус  1",2021-11-17,RUB,137484.34
Богомолов Дмитрий Михайлович,2000-07-12,"115598, Москва г, Лебедянская ул, дом  38",2021-02-09,USD,732.44
Горбачев Платон Иванович,1994-04-29,"108814, Москва г, Сосенское п, Коммунарка п, дом  5, корпус  1",2021-10-18,EUR,1852.98
Беляева Влада Павловна,1981-12-09,"111396, Москва г, Свободный пр-кт, дом  28",2021-11-19,USD,2365.76
Александрова Агния Семёновна,1951-03-22,"127273, Москва г, Декабристов ул, дом  26",2021-09-23,RUB,6604.71
Зверев Денис Матвеевич,1975-04-26,"198328, Санкт-Петербург г, Петергофское ш, дом  15, корпус  2",2021-11-29,USD,657.93
Беляев Павел Матвеевич,1987-06-26,"142531, Московская обл, Электрогорск г, Кржижановского ул, дом  11",2021-06-21,EUR,244.49
Савельева Нина Александровна,1979-11-28,"117041, Москва г, Адмирала Лазарева ул, дом  50",2021-05-20,RUB,113422.31
Кузнецов Матвей Ярославович,1975-06-23,"124527, Москва г, Зеленоград г, корпус  826",2021-07-14,USD,388.02
Климов Андрей Филиппович,1998-12-06,"125008, Москва г, Новомихалковский 4-й проезд, дом  1А",2021-03-19,RUB,127211.75
Капустин Георгий Миронович,1995-12-09,"123154, Москва г, Маршала Тухачевского ул, дом  22, корпус  3",2021-05-12,USD,2326.3
Черкасова Лейла Фёдоровна,1967-07-18,"191124, Санкт-Петербург г, Синопская наб, дом  72",2021-06-28,RUB,40798.59
Злобин Матвей Елисеевич,1975-06-23,"191040, Санкт-Петербург г, Лиговский пр-кт, дом  44",2021-05-17,RUB,90685.8
Захаров Виктор Михайлович,1976-02-17,"143300, Московская обл, Наро-Фоминский р-н, Наро-Фоминск г, Брянская ул, дом  6",2021-12-29,RUB,209378.02
Щербаков Михаил Александрович,1977-08-02,"107241, Москва г, Байкальская ул, дом  18, корпус  1",2021-07-23,RUB,100915.05
Макаров Александр Романович,1984-06-26,"127591, Москва г, Дубнинская ул, дом  26, корпус  5",2021-06-01,USD,1011.1
Зуев Игорь Олегович,1964-09-08,"125364, Москва г, Свободы ул, дом  63",2021-12-15,RUB,35498.72
Чесноков Тихон Кириллович,1980-09-02,"105187, Москва г, Лечебная ул, дом  17",2021-08-15,RUB,84514.88
Гусев Алексей Маркович,1966-11-19,"198302, Санкт-Петербург г, Маршала Жукова пр-кт, дом  18Б",2021-12-30,RUB,117132.39
Панин Лев Андреевич,1981-04-09,"195257, Санкт-Петербург г, Вавиловых ул, дом  7, корпус  4",2021-09-21,EUR,425.02
Попов Андрей Гордеевич,1987-09-25,"119180, Москва г, Полянка Б. ул, дом  28, корпус  2",2021-02-07,RUB,106570.93
Шестакова Ясмина Николаевна,1993-06-03,"121467, Москва г, Истринская ул, дом  6",2021-11-19,RUB,99486.43
Демидов Матвей Юрьевич,1970-07-13,"123103, Москва г, Генерала Глаголева ул, дом  15, корпус  1",2021-08-03,RUB,143184.9
Фролов Григорий Владиславович,1991-08-28,"117209, Москва г, Перекопская ул, дом  34, корпус  3",2021-01-28,RUB,81364.83
Филиппов Платон Саввич,1983-05-09,"195271, Санкт-Петербург г, Кондратьевский пр-кт, дом  64, корпус  8",2021-03-17,RUB,52412.05
Васильев Лев Тимурович,1953-11-19,"125008, Москва г, Академическая Б. ул, дом  29",2021-12-08,USD,1337.84
Попова Есения Робертовна,1974-05-07,"199178, Санкт-Петербург г, 10-я В.О. линия, дом  39",2021-03-10,RUB,95012.94
Щербаков Андрей Демидович,1965-08-13,"197022, Санкт-Петербург г, Профессора Попова ул, дом ",2021-10-05,RUB,65983.45
Прокофьев Дмитрий Даниэльевич,1990-06-02,"109457, Москва г, Федора Полетаева ул, дом  5, корпус  3",2021-07-05,RUB,152181.39
Козлов Сергей Макарович,1977-12-05,"105203, Москва г, Первомайская ул, дом  109/2",2021-03-25,RUB,105507.61
Кузнецов Али Максимович,1972-03-06,"115432, Москва г, Южнопортовый 2-й проезд, дом  13",2021-03-25,RUB,60805.74
Жуков Фёдор Александрович,1988-07-06,"109444, Москва г, Самаркандский б-р, дом  10, корпус  1",2021-07-28,USD,2091.09
Дмитриева Анастасия Николаевна,1995-04-21,"127254, Москва г, Руставели ул, дом  19",2021-05-24,RUB,128918.13
Козлов Сергей Макарович,1977-12-05,"117513, Москва г, Ленинский пр-кт, дом  137, корпус  1",2021-05-24,EUR,1239.06
Савельев Павел Андреевич,1995-10-14,"197374, Санкт-Петербург г, Яхтенная ул, дом  4, корпус  3",2021-05-17,RUB,206518.46
Соловьев Кирилл Дмитриевич,1979-07-23,"123308, Москва г, Куусинена ул, дом  4А, корпус  2",2021-08-12,RUB,104362.48
Орехов Захар Андреевич,2002-01-16,"188640, Ленинградская обл, Всеволожский р-н, Всеволожск г, Героев ул, дом  3, корпус  1",2021-12-03,RUB,116814.26
Данилов Александр Николаевич,2002-03-25,"143500, Московская обл, Истринский р-н, Истра г, Рабочий проезд, дом  7",2021-03-21,RUB,72382.94
Фомина Анастасия Тиграновна,1973-03-18,"Московская обл, Клинский р-н, Клин г, Мира ул, дом  13",2021-05-29,EUR,1068.28
Вавилов Никита Максимович,2002-01-12,"129090, Москва г, Мещанская ул, дом  14",2021-10-01,RUB,17417.49
Козлова Варвара Александровна,1960-11-26,"117556, Москва г, Болотниковская ул, дом  9",2021-07-02,RUB,20578.1
Гусева Полина Максимовна,1990-07-03,"105568, Москва г, Челябинская ул, дом  29",2021-05-29,USD,599.0
Шестаков Платон Демидович,1995-06-22,"109202, Москва г, Чистопольская ул, дом  2, корпус  2",2021-01-22,RUB,21874.91
Лапшин Степан Иванович,1961-06-11,"119602, Москва г, Мичуринский проспект.Олимпийская деревня ул, дом  8",2021-11-22,RUB,52465.24
Лукина Вера Романовна,1966-01-25,"142400, Московская обл, Ногинский р-н, Ногинск г, Советская ул, дом  3",2021-12-13,RUB,52495.21
Попова Анна Ярославовна,1991-06-15,"115487, Москва г, Новинки ул, дом  4",2021-11-14,RUB,99632.58
Пономарева Александра Артёмовна,1999-12-14,"117463, Москва г, Голубинская ул, дом  25, корпус  2",2021-06-21,EUR,653.06
Леонов Марк Михайлович,1967-02-19,"197374, Санкт-Петербург г, Савушкина ул, дом  127",2021-04-06,EUR,140.81
Алексеева Виктория Михайловна,1991-12-04,"108801, Москва г, Сосенское п, Коммунарка п, дом  18, корпус  2",2021-01-26,RUB,51336.22
Кожевников Александр Маркович,1950-08-02,"107207, Москва г, Байкальская ул, дом  33, корпус  4",2021-05-07,RUB,13444.51
Кузьмин Алексей Евгеньевич,1995-08-22,"117041, Москва г, Адмирала Лазарева ул, дом  72",2021-05-17,RUB,132656.98
Островская Вера Ивановна,1972-10-05,"140130, Московская обл, Раменский р-н, Кратово дп, Нижегородская ул, дом  31 А",2021-04-06,RUB,10343.4
Панин Лев Андреевич,1981-04-09,"141540, Московская обл, Солнечногорский р-н, Поварово дп, Заводская ул, дом  19/11",2021-11-01,RUB,138341.18
Бочаров Степан Дмитриевич,1995-09-25,"111524, Москва г, Мастеровая ул, дом  9А",2021-07-10,RUB,127368.41
Лосев Тимофей Тимофеевич,1987-10-03,"119361, Москва г, Озерная ул, дом  35",2021-11-05,RUB,163951.3
Рыбаков Эмиль Владимирович,1963-04-26,"111395, Москва г, Снайперская ул, дом  7",2021-10-22,RUB,114236.85
Белов Александр Гордеевич,1971-05-31,"115304, Москва г, Кавказский б-р, дом  21, корпус  2",2021-06-30,RUB,83061.81
Мухина Елизавета Максимовна,1983-12-22,"197350, Санкт-Петербург г, Королева пр-кт, дом  62, корпус  1",2021-03-10,RUB,68753.37
Куликова Марфа Тихоновна,1956-06-15,"603028, Нижегородская обл, Нижний Новгород г, Тихорецкая ул, дом  6",2021-08-17,EUR,147.4
Егорова Арина Родионовна,1963-10-16,"109382, Москва г, Верхние Поля ул, дом  9, корпус  1",2021-11-11,EUR,416.45
Гордеева Елизавета Алексеевна,1975-09-13,"115172, Москва г, Котельническая наб, дом  1/15, корпус  А",2021-02-15,RUB,24768.52
Воронина Анастасия Павловна,1964-03-11,"117630, Москва г, Академика Челомея ул, дом  10",2021-02-05,RUB,26517.89
Бессонов Данила Валерьевич,1969-11-11,"140406, Московская обл, Коломна г, Дзержинского ул, дом  14",2021-04-13,RUB,10473.68
Беляев Павел Матвеевич,1987-06-26,"117342, Москва г, Островитянова ул, дом  45, корпус  1",2021-09-07,RUB,206783.07
Соболев Александр Иванович,1979-10-17,"693007, Сахалинская обл, Южно-Сахалинск г, Мира пр-кт, дом  163 А",2021-10-03,EUR,165.81
Малышева София Давидовна,1984-12-26,"105005, Москва г, Старокирочный пер, дом  6",2021-09-29,EUR,1376.63
Исакова Полина Леонидовна,1961-10-02,"119361, Москва г, Озерная ул, дом  10",2021-03-23,RUB,11233.15
Кузина Ксения Романовна,1982-10-27,"121108, Москва г, Кастанаевская ул, дом  27, корпус  2",2021-02-19,USD,993.57
